片手剣,蒼翼剣シエルレイブ@（HC武器）,575000,7,364,龍:450@毒:230@リーチ:極短,28@7@31@42@14@0@28@7@31@42@25@7,15,0,片手剣魂・中×15:蒼火竜の獄鱗×1:轟竜の抉爪×1,SR51,,,,,
片手剣,蒼翼剣シエルラミーナ@（HC武器）,900000,10,406,龍:520@毒:260@リーチ:極短,28@7@31@42@14@0@28@7@31@42@25@7,20,0,片手剣魂・極×15:霞龍の虹皮×1:毒々しいクチバシ×1,SR100,,,,,
片手剣,角竜剣クリムエッジ@（HC武器）,117500,1,266,リーチ:短,24@18@31@14@0@0@24@18@31@32@0@0,15,1,片手剣魂・序×15:一角竜の硬殻×1:格段にねじれた角×1:一角竜の背甲×10,SR22,,,,,
片手剣,角竜剣クリムシーザ@（HC武器）,375000,3,322,リーチ:短,24@18@31@32@0@0@24@18@31@39@10@0,20,1,片手剣魂・中×15:片手剣魂・序×15:鎌蟹の斬爪×1,SR31,,,,,
片手剣,角竜剣クリムガング@（HC武器）,550000,6,364,リーチ:短,24@18@31@39@10@0@24@18@31@39@21@7,30,2,片手剣魂・中×15:眠鳥の輝蒼毛×1:冥雷竜の濃鉛玉×1,SR91,,,,,
片手剣,角竜剣クリムスレイブ@（HC武器）,850000,7,392,リーチ:短,24@18@31@39@10@0@24@18@31@39@21@7,40,2,片手剣魂・極×15:桃毛獣の裂爪×1:極上のねじれた角×1,SR100,,,,,
片手剣,スリープフェザー@（HC武器）,115000,1,252,睡眠:200,45@4@10@28@0@0@45@4@10@46@0@0,0,0,片手剣魂・序×15:眠鳥の金赤毛×1:物々しいクチバシ×1:眠鳥の上蒼毛×16,SR11,,,,,
片手剣,スランバーフェザー@（HC武器）,370000,2,280,睡眠:260,45@4@10@46@0@0@45@4@10@56@7@0,0,0,片手剣魂・中×15:片手剣魂・序×15:眠鳥の純蒼毛×1,SR31,,,,,
片手剣,レストフェザー@（HC武器）,525000,4,308,睡眠:320,45@4@10@56@7@0@45@4@10@56@21@4,0,0,片手剣魂・中×15:眠鳥の輝蒼毛×1:鎧竜の熱殻×1,SR51,,,,,
片手剣,フォールフェザー@（HC武器）,825000,5,350,睡眠:380,45@4@10@56@7@0@45@4@10@56@21@4,0,0,片手剣魂・極×15:ランポスの長爪×1:響狼の輝白毛×1,SR100,,,,,
片手剣,ネーベルリッパー@（HC武器）,130000,2,280,水:120,4@7@10@49@0@0@4@7@11@67@0@0,5,0,片手剣魂・序×15:蛮竜の荒角×1:鎌蟹の断爪×1:鎌蟹の尖爪×10,SR22,,,,,
片手剣,レーゲンリッパー@（HC武器）,330000,3,308,水:160,4@7@10@67@0@0@4@7@10@84@0@0,10,0,片手剣魂・中×15:片手剣魂・序×15:鎌蟹の斬爪×1,SR31,,,,,
片手剣,ヴォルケリッパー@（HC武器）,440000,5,350,水:200,4@7@10@84@0@0@4@7@10@88@14@0,15,0,片手剣魂・中×15:盾蟹の斬爪×1:錆びた鉛翼×1,SR31,,,,,
片手剣,ヴァッサーリッパー@（HC武器）,800000,6,364,水:260,4@7@10@87@14@0@4@7@10@87@25@7,20,0,片手剣魂・極×15:大猪の暴牙×1:鎌蟹の絶爪×1,SR100,,,,,
片手剣,マスターカリンガSP I,40000,5,280,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の特上毛×2:センショク草・青×3:ランポスの上皮×10:ドラグライト鉱石×25,HR100,,,,,
片手剣,マスターカリンガSP II,50000,5,294,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘棘×2:魚竜種のヒレ×5:ランポスの尖爪×25,HR100,,,,,
片手剣,マスターカリンガSP III,60000,6,308,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の剛鋏×2:センショク草・青×3:龍苔×4,HR100,,,,,
片手剣,マスターカリンガSP IV,70000,6,322,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上ビレ×4:牙獣種の毛皮×15:モノブロスハート×1,HR100,,,,,
片手剣,マスターカリンガSP V,80000,7,336,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重骨×6:センショク草・青×3:イーオスの上皮×12,HR100,,,,,
片手剣,マスターカリンガSP VI,90000,7,350,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の重牙×6:鳥竜種の上毛×10:神龍苔×4,HR100,,,,,
片手剣,マスターカリンガSP VII,100000,8,364,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の重牙×6:飛竜種の重頭×6:アミノタイト×7,HR100,,,,,
片手剣,エクセレッタSP I,40000,5,280,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特濃血×2:センショク草・白×3:カブレライト鉱石×20:紅蓮石×5,HR100,,,,,
片手剣,エクセレッタSP II,50000,5,294,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の特濃液×2:飛竜種の珠×5:獄炎石×8,HR100,,,,,
片手剣,エクセレッタSP III,60000,6,308,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の厚毛皮×2:センショク草・白×3:アンバル鉱石×20,HR100,,,,,
片手剣,エクセレッタSP IV,70000,6,322,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛爪×4:飛竜種の角×15:虹色鉱石×5,HR100,,,,,
片手剣,エクセレッタSP V,80000,7,336,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上ビレ×6:センショク草・白×3:ユニオン鉱石×12,HR100,,,,,
片手剣,エクセレッタSP VI,90000,7,350,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重顎×6:飛竜種の上髄×10:獄炎石×18,HR100,,,,,
片手剣,エクセレッタSP VII,100000,8,364,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重頭×6:飛竜種の剛爪×6:黒星鉄×8,HR100,,,,,
片手剣,カーネルソードSP I,40000,5,280,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の剛鋏×2:センショク草・黄×3:ギルドコイン×3:タツジンコイン×10,HR100,,,,,
片手剣,カーネルソードSP II,50000,5,294,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の厚毛皮×2:飛竜種の殻×5:ギルドコイン×1,HR100,,,,,
片手剣,カーネルソードSP III,60000,6,308,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛尾×2:センショク草・黄×3:古龍のコイン×1,HR100,,,,,
片手剣,カーネルソードSP IV,70000,6,322,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重骨×4:鳥竜種の殻×15:片手剣チケット×30,HR100,,,,,
片手剣,カーネルソードSP V,80000,7,336,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の凶刃×6:センショク草・黄×3:古龍のコイン×2,HR100,,,,,
片手剣,カーネルソードSP VI,90000,7,350,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘涙×6:鳥竜種の鋭嘴×10:ギルドコイン×2,HR100,,,,,
片手剣,カーネルソードSP VII,100000,8,364,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛尾×6:魚竜種の重牙×6:古龍のコイン×5,HR100,,,,,
片手剣,怨魂SP I,40000,5,280,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の重牙×2:センショク草・白×3:黒巻き角×1:白銀の角×1,HR100,,,,,
片手剣,怨魂SP II,50000,5,294,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重顎×2:飛竜種の骨×5:炎妃龍の尻尾×2,HR100,,,,,
片手剣,怨魂SP III,60000,6,308,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特濃血×2:センショク草・白×3:老山龍の大爪×3,HR100,,,,,
片手剣,怨魂SP IV,70000,6,322,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の特上皮×4:飛竜種の爪×15:火竜の紅玉×2,HR100,,,,,
片手剣,怨魂SP V,80000,7,336,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重殻×6:センショク草・白×3:ランポスの尖爪×32,HR100,,,,,
片手剣,怨魂SP VI,90000,7,350,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重骨×6:鳥竜種の上皮×10:黒角竜の堅殻×7,HR100,,,,,
片手剣,怨魂SP VII,100000,8,364,,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の厚毛皮×6:魚竜種の特上エラ×6:老山龍の蒼角×2,HR100,,,,,
片手剣,フレアSP I,40000,4,238,火:300,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘棘×2:センショク草・白×3:炎龍の塵粉×2:火竜の体液×7,HR100,,,,,
片手剣,フレアSP II,50000,5,252,火:320,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛尾×2:飛竜種の髄×5:火竜の骨髄×10,HR100,,,,,
片手剣,フレアSP III,60000,5,266,火:340,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の特上毛×2:センショク草・白×3:火竜の延髄×4,HR100,,,,,
片手剣,フレアSP IV,70000,6,280,火:360,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛爪×4:牙獣種の毛皮×15:蒼火竜の上鱗×20,HR100,,,,,
片手剣,フレアSP V,80000,6,294,火:380,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重骨×6:センショク草・白×3:火竜の体液×25,HR100,,,,,
片手剣,フレアSP VI,90000,7,308,火:400,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の重牙×6:飛竜種の上棘×10:鎧竜の延髄×5,HR100,,,,,
片手剣,フレアSP VII,100000,7,322,火:420,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上ビレ×6:魚竜種の重牙×6:発火袋×10,HR100,,,,,
片手剣,カルブンクルスSP I,40000,4,238,火:200@毒:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の重殻×2:センショク草・赤×3:棘竜の上棘×1:火炎袋×8,HR100,,,,,
片手剣,カルブンクルスSP II,50000,4,252,火:220@毒:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,獣人の秘紅玉×2:飛竜種の殻×5:爆炎袋×4,HR100,,,,,
片手剣,カルブンクルスSP III,60000,5,266,火:240@毒:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の剛爪×2:センショク草・赤×3:紅溶岩竜の鋭牙×1,HR100,,,,,
片手剣,カルブンクルスSP IV,70000,6,280,火:260@毒:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の秘晶石×4:牙獣種の爪×15:火竜の翼爪×5,HR100,,,,,
片手剣,カルブンクルスSP V,80000,6,294,火:280@毒:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の剛尾×6:センショク草・赤×3:火竜の翼膜×5,HR100,,,,,
片手剣,カルブンクルスSP VI,90000,7,308,火:300@毒:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の特濃血×6:甲虫種の堅殻×10:炎王龍の角×3,HR100,,,,,
片手剣,カルブンクルスSP VII,100000,7,322,火:320@毒:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重殻×6:魚竜種の厚鱗×6:棘茶竜の尖角×4,HR100,,,,,
片手剣,あかにゃんぼうSP I,40000,4,238,火:200@麻痺:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,獣人の秘紅玉×2:センショク草・赤×3:マタタビ×20:肉球のスタンプ×5,HR100,,,,,
片手剣,あかにゃんぼうSP II,50000,4,252,火:220@麻痺:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上エラ×2:甲虫種の殻×5:火炎袋×4,HR100,,,,,
片手剣,あかにゃんぼうSP III,60000,5,266,火:240@麻痺:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,草食種の特上皮×2:センショク草・赤×3:麻痺袋×3,HR100,,,,,
片手剣,あかにゃんぼうSP IV,70000,6,280,火:260@麻痺:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,獣人の秘宝×4:飛竜種の爪×15:紅蓮石×4,HR100,,,,,
片手剣,あかにゃんぼうSP V,80000,6,294,火:280@麻痺:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の剛尾×6:センショク草・赤×3:ネコ毛の紅玉×2,HR100,,,,,
片手剣,あかにゃんぼうSP VI,90000,7,308,火:300@麻痺:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の真肝×6:牙獣種の靭尾×10:獄炎石×4,HR100,,,,,
片手剣,あかにゃんぼうSP VII,100000,7,322,火:320@麻痺:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重牙×6:草食種の重骨×6:肉球のハンコ×15,HR100,,,,,
片手剣,カルドフレアSP I,40000,4,238,火:200@睡眠:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,古龍種の重殻×2:センショク草・赤×3:火炎袋×6:ネムリ草×11,HR100,,,,,
片手剣,カルドフレアSP II,50000,4,252,火:220@睡眠:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の剛尾×2:鳥竜種の牙×5:火竜の骨髄×4,HR100,,,,,
片手剣,カルドフレアSP III,60000,6,266,火:240@睡眠:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘珠×2:センショク草・赤×3:火竜の上鱗×3,HR100,,,,,
片手剣,カルドフレアSP IV,70000,5,280,火:260@睡眠:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重牙×4:草食種の殻×15:睡眠袋×2,HR100,,,,,
片手剣,カルドフレアSP V,80000,6,294,火:280@睡眠:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の秘石×6:センショク草・赤×3:炎王龍の甲殻×8,HR100,,,,,
片手剣,カルドフレアSP VI,90000,7,308,火:300@睡眠:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の重牙×6:古龍種の上鱗×10:炎王龍の堅殻×4,HR100,,,,,
片手剣,カルドフレアSP VII,100000,7,322,火:320@睡眠:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上エラ×6:鳥竜種の凶嘴×6:炎妃龍のたてがみ×6,HR100,,,,,
片手剣,アクアサイフォスSP I,40000,4,238,水:300,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上ビレ×2:センショク草・青×3:翠水竜の上鱗×15:黒真珠×15,HR100,,,,,
片手剣,アクアサイフォスSP II,50000,5,252,水:320,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の凶刃×2:鳥竜種の殻×5:水竜の上ビレ×8,HR100,,,,,
片手剣,アクアサイフォスSP III,60000,5,266,水:340,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の特濃液×:センショク草・青×3:魚竜のコイン×3,HR100,,,,,
片手剣,アクアサイフォスSP IV,70000,6,280,水:360,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重骨×4:飛竜種の角×15:翠水竜の上ビレ×5,HR100,,,,,
片手剣,アクアサイフォスSP V,80000,6,294,水:380,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘棘×6:センショク草・青×3:エビの巨大殻×5,HR100,,,,,
片手剣,アクアサイフォスSP VI,90000,7,308,水:400,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重殻×6:飛竜種の上珠×10:貯水袋×5,HR100,,,,,
片手剣,アクアサイフォスSP VII,100000,7,322,水:420,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重骨×6:牙獣種の剛爪×6:虹色鉱石×7,HR100,,,,,
片手剣,アクアエイジSP I,40000,4,238,水:200@麻痺:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上エラ×2:センショク草・白×3:大地の結晶×42:春夜鯉×5,HR100,,,,,
片手剣,アクアエイジSP II,50000,4,252,水:220@麻痺:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛角×2:草食種の骨×5:オカサンゴ×4,HR100,,,,,
片手剣,アクアエイジSP III,60000,5,266,水:240@麻痺:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重殻×2:センショク草・白×3:水竜のヒレ×3,HR100,,,,,
片手剣,アクアエイジSP IV,70000,6,280,水:260@麻痺:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,草食種の重骨×4:甲虫種の殻×15:砂竜の上ビレ×2,HR100,,,,,
片手剣,アクアエイジSP V,80000,6,294,水:280@麻痺:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の特上皮×6:センショク草・白×3:ドスゲネポスの尾×2,HR100,,,,,
片手剣,アクアエイジSP VI,90000,7,308,水:300@麻痺:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の真髄×6:飛竜種の上翼×10:エビの小殻×7,HR100,,,,,
片手剣,アクアエイジSP VII,100000,7,322,水:320@麻痺:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲虫種の特濃液×6:魚竜種の厚鱗×6:砂竜の桃ヒレ×4,HR100,,,,,
片手剣,ブレイブブレイドSP I,40000,4,238,雷:300,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の剛尾×2:センショク草・黄×3:発電袋×2:マカライト鉱石×8,HR100,,,,,
片手剣,ブレイブブレイドSP II,50000,5,252,雷:320,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛尾×2:牙獣種の尾×:一流ハンターの証×1,HR100,,,,,
片手剣,ブレイブブレイドSP III,60000,5,266,雷:340,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特上ビレ×2:センショク草・黄×3:電気袋×20,HR100,,,,,
片手剣,ブレイブブレイドSP IV,70000,6,280,雷:360,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重骨×4:飛竜種の血×15:電撃袋×15,HR100,,,,,
片手剣,ブレイブブレイドSP V,80000,6,294,雷:380,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛爪×6:センショク草・黄×3:一流ハンターの証×2,HR100,,,,,
片手剣,ブレイブブレイドSP VI,90000,7,308,雷:400,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の剛爪×6:魚竜種の濃血×10:真紅の角×6,HR100,,,,,
片手剣,ブレイブブレイドSP VII,100000,7,322,雷:420,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重顎×6:飛竜種の重頭×6:モノブロスハート×5,HR100,,,,,
片手剣,イニシエSP I,40000,4,238,雷:200@毒:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の特濃血×2:センショク草・白×3:キリンの皮×3:毒テングダケ×7,HR100,,,,,
片手剣,イニシエSP II,50000,4,252,雷:220@毒:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の剛爪×2:飛竜種の珠×5:火竜の上鱗×5,HR100,,,,,
片手剣,イニシエSP III,60000,5,266,雷:240@毒:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重殻×2:センショク草・白×3:猛毒袋×5,HR100,,,,,
片手剣,イニシエSP IV,70000,6,280,雷:260@毒:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重牙×4:飛竜種の涙×15:アルビノの中落ち×2,HR100,,,,,
片手剣,イニシエSP V,80000,6,294,雷:280@毒:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の重牙×6:センショク草・白×3:アミノタイト×5,HR100,,,,,
片手剣,イニシエSP VI,90000,7,308,雷:300@毒:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の秘晶石×6:牙獣種の靭尾×10:舞雷竜のたてがみ×4,HR100,,,,,
片手剣,イニシエSP VII,100000,7,322,雷:320@毒:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の厚鱗×6:鳥竜種の秘石×6:舞雷竜の上翼×3,HR100,,,,,
片手剣,ジライヤソードSP I,40000,4,238,雷:200@麻痺:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の重牙×2:センショク草・黄×3:星鉄×5:電気袋×2,HR100,,,,,
片手剣,ジライヤソードSP II,50000,4,252,雷:220@麻痺:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の剛尾×2:飛竜種の骨×5:キリンのたてがみ×6,HR100,,,,,
片手剣,ジライヤソードSP III,60000,5,266,雷:240@麻痺:80,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重殻×2:センショク草・黄×3:アルビノの中落ち×3,HR100,,,,,
片手剣,ジライヤソードSP IV,70000,6,280,雷:260@麻痺:90,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘涙×4:飛竜種の頭×15:キリンの雷角×5,HR100,,,,,
片手剣,ジライヤソードSP V,80000,6,294,雷:280@麻痺:100,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重顎×6:センショク草・黄×3:アルビノの霜降り×4,HR100,,,,,
片手剣,ジライヤソードSP VI,90000,7,308,雷:300@麻痺:110,45@4@10@56@7@0@45@4@10@56@21@4,0,0,魚竜種の特濃血×6:飛竜種の尖角×10:電撃袋×14,HR100,,,,,
片手剣,ジライヤソードSP VII,100000,7,322,雷:320@麻痺:120,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の剛爪×6:飛竜種の重頭×6:黒星鉄×8,HR100,,,,,
片手剣,エメラルドエッジSP I,40000,4,238,氷:300,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の厚毛皮×2:センショク草・緑×3:雪獅子の鋭牙×2:万年霜×15,HR100,,,,,
片手剣,エメラルドエッジSP II,50000,5,252,氷:320,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の剛鋏×2:牙獣種の牙×5:鋼龍の尖爪×2,HR100,,,,,
片手剣,エメラルドエッジSP III,60000,5,266,氷:340,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の秘棘×2:センショク草・緑×3:鋼龍の宝玉×1,HR100,,,,,
片手剣,エメラルドエッジSP IV,70000,6,280,氷:360,45@4@10@56@7@0@45@4@10@56@21@4,0,0,牙獣種の剛尾×4:飛竜種の顎×15:雪獅子の尻尾×10,HR100,,,,,
片手剣,エメラルドエッジSP V,80000,6,294,氷:380,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の重骨×6:センショク草・緑×:氷結晶×60,HR100,,,,,
片手剣,エメラルドエッジSP VI,90000,7,308,氷:400,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重殻×6:飛竜種の上涙×10:雪獅子の鋭牙×8,HR100,,,,,
片手剣,エメラルドエッジSP VII,100000,7,322,氷:420,45@4@10@56@7@0@45@4@10@56@21@4,0,0,甲殻種の剛鋏×6:飛竜種の重頭×6:鋼龍の宝玉×3,HR100,,,,,
片手剣,グラシエ＝アーラSP I,40000,4,238,氷:200@毒:60,45@4@10@56@7@0@45@4@10@56@21@4,0,0,飛竜種の上鱗×2:センショク草・白×3:獰竜の鱗×6:極龍の黒石×1,HR100,,,,,
片手剣,グラシエ＝アーラSP II,50000,4,252,氷:220@毒:70,45@4@10@56@7@0@45@4@10@56@21@4,0,0,鳥竜種の重牙×2:飛竜種の角×5:古龍の血×5,HR100,,,,,
